215.69,-5.3163,107.67,0.52183,11,63.572,0.20841,139.97,0.097307,-8,0
303.21,-5.0474,387.6,0.7089,7,12.304,0.075799,150.73,0.037027,-1.5,0
240.3,-5.1648,409.13,0.59588,8,-95.874,-0.12944,-129.2,-0.13205,2,0
111.46,-5.3063,129.2,0.4448,11,-93.711,-0.18632,-21.533,-0.17293,10.5,0
52.876,-5.5374,366.06,0.25002,29,-8.949,-0.10583,0,-0.078532,12,0
93.563,-5.518,129.2,0.28774,35,-1.5389,0.01568,-118.43,0.077706,1,0
49.798,-5.506,129.2,0.40544,31,-56.534,-0.060652,344.53,0.03543,-3,0
-19.504,-5.6393,818.26,0.3586,29,-27.578,-0.073439,43.066,-0.035053,5,0
-5.3586,-5.6529,215.33,0.33533,41,-8.2055,-0.020607,-344.53,-0.036785,-0.5,0
-35.915,-5.6805,129.2,0.28503,28,-1.9414,0.036059,96.899,0.026045,-7.5,0
-9.2414,-5.5808,409.13,0.38742,26,49.56,0.05958,10.767,0.0026705,3,0
63.205,-5.5613,150.73,0.29037,34,20.567,0.016308,-150.73,-0.0015861,-2,0
31.892,-5.5482,107.67,0.38425,22,51.406,0.14844,-21.533,0.067851,-9,0
166.02,-5.2644,107.67,0.42607,16,115.53,0.14512,409.13,0.24133,-2.5,0
262.96,-5.2579,925.93,0.86692,17,62.856,0.019408,409.13,0.14657,0.5,0
291.73,-5.2256,925.93,0.71922,17,-30.591,-0.060572,-387.6,-0.19813,-0.5,0
201.78,-5.3791,150.73,0.47066,16,-24.265,-0.027963,-236.87,-0.045432,1.5,0
243.2,-5.2815,452.2,0.62835,20,12.679,0.002496,150.73,0.071559,-0.5,0
227.14,-5.3741,452.2,0.61378,15,-70.123,-0.10461,-10.767,-0.063745,-3.5,0
102.95,-5.4908,430.66,0.50086,13,28.291,0.0016032,-172.27,-0.091638,4.5,0
283.72,-5.3709,107.67,0.4305,24,-10.445,-0.025118,-161.5,-0.075861,9,0
82.061,-5.541,107.67,0.34914,31,-105.83,-0.13935,172.27,0.011281,1.5,0
72.068,-5.6496,452.2,0.45306,27,-45.707,-0.089905,290.7,0.00075583,-1.5,0
-9.3524,-5.7208,689.06,0.35065,28,-22.871,0.060487,129.2,0.0040262,-1.5,0
26.326,-5.5286,710.6,0.46111,24,-1.1709,0.059391,-129.2,0.031143,-3.5,0
-11.694,-5.602,430.66,0.41294,21,-34.686,-0.04815,-129.2,-0.061769,2.5,0
-43.045,-5.6249,452.2,0.33758,29,27.914,0.093555,-53.833,0.045585,3,0
44.133,-5.4149,323,0.50411,27,127.04,0.11344,-53.833,0.067277,-5.5,0
211.04,-5.398,344.53,0.47213,18,119.1,0.056188,-96.899,-0.037409,-1.5,0
282.33,-5.3025,129.2,0.42929,24,24.77,0.04508,-32.3,-0.10435,0.5,0
260.58,-5.3078,279.93,0.26344,19,-75.509,-0.07391,139.97,-0.078857,-0.5,0
131.31,-5.4504,409.13,0.27157,23,-53.246,-0.031913,-75.366,0.0032518,0.5,0
154.09,-5.3717,129.2,0.26994,20,-33.412,-0.027177,32.3,0.0067191,2,0
64.489,-5.5047,473.73,0.28501,27,-25.943,-0.051199,269.17,-0.012757,2,0
102.21,-5.4741,667.53,0.24443,24,73.587,0.055841,75.366,-0.0060581,-3.5,0
211.66,-5.393,624.46,0.2729,20,30.073,0.025566,-279.93,0.091707,-1.5,0
162.35,-5.4229,107.67,0.42784,21,-60.938,-0.084244,-183.03,0.080349,4,0
89.786,-5.5615,258.4,0.43359,28,-60.975,-0.10402,290.7,0.0062055,4.5,0
40.401,-5.631,689.06,0.44025,30,-3.7763,-0.008547,118.43,-0.037281,-0.5,0
82.233,-5.5786,495.26,0.35903,27,29.056,0.023847,-150.73,-0.037412,-1,0
98.513,-5.5833,387.6,0.36543,28,42.657,0.0062061,-21.533,0.063796,2.5,0
167.55,-5.5662,452.2,0.48663,32,-10.247,-0.023616,43.066,0.039132,-2,0
78.019,-5.6305,473.73,0.44369,24,-49.788,-0.047963,-32.3,-0.040538,-3,0
67.971,-5.6621,387.6,0.40555,26,-30.184,-0.030351,-21.533,-0.011647,3,0
17.651,-5.6912,430.66,0.4204,30,-6.8189,0.038799,161.5,0.017259,4,0
54.333,-5.5845,710.6,0.44007,34,-10.356,0.042989,10.767,-0.015503,0.5,0
-3.0602,-5.6052,452.2,0.38939,31,35.037,-0.0443,-279.93,-0.057984,-1,0
124.41,-5.6731,150.73,0.3241,32,70.778,-0.05155,646,-0.030715,0,0
138.5,-5.7083,1744.2,0.32796,31,24.388,0.078132,150.73,0.12581,-4,0
173.18,-5.5169,452.2,0.57571,24,0.8966,0.073478,-646,0.071283,-4.5,0
140.29,-5.5614,452.2,0.47053,22,99.593,0.069089,0,0.025188,-3.5,0
372.37,-5.3787,452.2,0.62609,17,106.54,0.1124,-10.767,0.21358,-7,0
353.37,-5.3366,430.66,0.89769,8,38.17,0.11771,-10.767,0.2507,-4.5,0
448.71,-5.1433,430.66,1.1275,8,10.664,0.002731,0,0.019649,0,0
374.7,-5.3311,430.66,0.93699,8,2.973,-0.16384,0,-0.28849,2.5,0
454.65,-5.471,430.66,0.55052,13,110.67,-0.064045,0,-0.058381,3,0
596.04,-5.4592,430.66,0.82023,14,-78.279,-0.028074,0,0.093557,-2,0
298.1,-5.5271,430.66,0.73764,9,-74.656,-0.072446,0,-0.072951,0.5,0
446.73,-5.6041,430.66,0.67433,15,-67.89,-0.13896,10.767,-0.059732,8,0
162.32,-5.805,452.2,0.61817,25,-150.46,-0.054754,0,-0.12337,12.5,0
145.81,-5.7136,430.66,0.42759,40,-66.052,0.046618,129.2,-0.12045,-2.5,0
30.213,-5.7118,710.6,0.37728,20,-54.485,0.046935,150.73,0.01657,-11.5,0
36.839,-5.6197,732.13,0.46073,17,41.804,0.14325,10.767,0.015876,-3,0
113.82,-5.4253,732.13,0.40903,14,82.017,0.17642,-129.2,0.117,-3,0
200.87,-5.2669,473.73,0.69473,11,387.94,-0.15582,-204.57,0.03429,19.5,0
889.7,-5.7369,323,0.47761,53,541.03,-0.19681,-96.899,-0.11868,21,0
1282.9,-5.6605,279.93,0.45737,53,52.435,0.099178,75.366,0.0091786,-9,0
994.57,-5.5386,473.73,0.49597,35,-197.87,0.15555,96.899,0.034765,-16,0
887.19,-5.3494,473.73,0.5269,21,-122.88,0.074524,139.97,-0.01259,-8.5,0
748.8,-5.3895,753.66,0.47079,18,110.89,0.054931,118.43,0.0077178,-4,1
1109,-5.2395,710.6,0.54233,13,41.417,0.081951,10.767,0.11863,-3,1
831.64,-5.2256,775.2,0.70804,12,-271.2,-0.0872,53.833,-0.077876,0,1
566.59,-5.4139,818.26,0.38658,13,267.46,0.094965,-64.6,0.071024,0.5,1
1366.6,-5.0357,646,0.85009,13,392.68,0.26078,-53.833,0.25514,4,1
1351.9,-4.8924,710.6,0.89687,21,-256.93,-0.063558,-107.67,0.028592,1,1
852.69,-5.1628,430.66,0.90728,15,-191,-0.079886,-139.97,0.08718,-1,1
969.95,-5.0521,430.66,1.0712,19,-14.056,0.084754,10.767,0.11593,4,1
824.57,-4.9933,452.2,1.1391,23,80.228,0.15393,10.767,0.15999,10.5,1
1130.4,-4.7443,452.2,1.3912,40,85.402,0.082081,0,0.079188,7,1
995.38,-4.8291,452.2,1.2975,37,-28.395,-0.051342,0,0.0022626,0,1
1073.6,-4.847,452.2,1.3957,40,-44.576,-0.10028,0,-0.012469,-7.5,1
906.23,-5.0297,452.2,1.2726,22,-186.85,-0.12765,0,-0.10684,-5.5,1
699.92,-5.1023,452.2,1.182,29,-135.37,-0.073109,-10.767,-0.12034,-6,1
635.49,-5.1759,430.66,1.0319,10,139.29,-0.084812,-10.767,-0.087408,-5.5,1
978.5,-5.2719,430.66,1.0072,18,152.37,-0.073812,-10.767,-0.071121,6.5,1
940.24,-5.3235,409.13,0.88964,23,-132.34,-0.00030548,-10.767,-0.019209,0,1
713.82,-5.2725,409.13,0.96881,18,-72.441,0.045341,172.27,0.056048,-4.5,1
795.36,-5.2328,753.66,1.0017,14,46.373,0.017882,161.5,0.053241,-2.5,1
806.56,-5.2367,732.13,1.0753,13,41.084,0.076776,-32.3,0.045946,-1,1
877.52,-5.0793,689.06,1.0936,12,56.528,0.082456,-32.3,0.025168,-1,1
919.62,-5.0718,667.53,1.1256,11,-30.213,-0.010487,-21.533,0.097083,-0.5,1
817.1,-5.1003,646,1.2878,11,-70.345,-0.040345,-21.533,0.02211,0,1
778.93,-5.1525,624.46,1.1699,11,4.7652,-0.069734,-43.066,-0.2461,0.5,1
826.63,-5.2397,559.86,0.79559,12,-70.135,-0.079472,-43.066,-0.15391,0.5,1
638.66,-5.3115,538.33,0.86204,12,-50.359,-0.035479,-21.533,-0.010628,2,1
725.91,-5.3107,516.8,0.77434,16,-57.093,-0.02763,-32.3,-0.03211,1,1
524.47,-5.3667,473.73,0.79782,14,-108.7,-0.036995,-21.533,0.086437,0.5,1
508.5,-5.3847,473.73,0.94721,17,86.638,0.013095,0,0.082892,1,1
697.75,-5.3405,473.73,0.9636,16,80.083,0.052842,0,-0.12589,-1,1
668.67,-5.279,473.73,0.69544,15,42.419,0.031382,0,-0.14714,2,1
782.59,-5.2778,473.73,0.66933,20,-43.879,-0.023415,107.67,-0.0493,0.5,1
580.91,-5.3258,689.06,0.59684,16,-127.22,-0.064889,-10.767,-0.066582,2,1
528.14,-5.4076,452.2,0.53617,24,-65.821,-0.0056303,0,0.023155,0,1
449.27,-5.3371,689.06,0.64315,16,-63.171,0.029553,129.2,0.14818,-5.5,1
401.8,-5.3485,710.6,0.83252,13,29.224,0.0080516,-107.67,-0.072982,2,1
507.72,-5.321,473.73,0.49719,20,156.14,0.086058,-107.67,-0.033113,0,1
714.09,-5.1763,495.26,0.76629,13,91.529,0.023369,10.767,-0.036069,0.5,1
690.77,-5.2743,495.26,0.42505,21,-54.208,-0.034182,64.6,-0.14377,3,1
605.67,-5.2447,624.46,0.47874,19,-48.952,0.021682,0,0.19861,-2,1
592.87,-5.2309,495.26,0.82227,17,-46.972,-0.097163,-53.833,0.20534,-3,1
511.73,-5.439,516.8,0.88943,13,39.376,-0.032,10.767,0.10558,-2.5,1
671.62,-5.2949,516.8,1.0334,12,-3.8483,0.04794,0,0.035488,-1,1
504.03,-5.3431,516.8,0.96041,11,-53.053,0.020261,10.767,0.016915,1,1
565.52,-5.2544,538.33,1.0673,14,-4.1162,-0.13078,10.767,-0.066576,5.5,1
495.8,-5.6047,538.33,0.82726,22,126.52,-0.12394,0,-0.10844,8,1
818.56,-5.5023,538.33,0.85039,30,106.75,0.052896,10.767,-0.25282,3.5,1
709.29,-5.4989,559.86,0.32162,29,78.632,0.077759,43.066,-0.2277,-1.5,1
975.82,-5.3467,624.46,0.395,27,484.44,0.14966,-32.3,0.25004,-6.5,1
1678.2,-5.1996,495.26,0.8217,16,1209.8,0.27605,-43.066,0.55656,-8.5,1
3395.4,-4.7946,538.33,1.5081,10,955.54,0.26458,21.533,0.41927,-3,1
3589.3,-4.6704,538.33,1.6602,10,-362.21,-0.074223,-10.767,-0.019722,0,1
2671,-4.9431,516.8,1.4687,10,169.2,-0.07347,0,-0.19742,0,1
3927.7,-4.8174,538.33,1.2654,10,1003.7,0.059356,32.3,0.032883,0.5,1
4678.4,-4.8244,581.4,1.5344,11,1570.5,0.018795,21.533,0.15269,0.5,1
7068.7,-4.7798,581.4,1.5708,11,987.55,0.24257,0,0.050553,0,1
6653.5,-4.3392,581.4,1.6355,11,-362.21,0.09696,0,-0.0095904,0,1
6344.2,-4.5859,581.4,1.5516,11,-328.1,-0.12592,-10.767,-0.032226,-0.5,1
5997.3,-4.5911,559.86,1.5711,10,-751.09,-0.023165,-10.767,0.0074656,-0.5,1
4842.1,-4.6322,559.86,1.5665,10,-868.53,-0.066768,-10.767,-0.022622,0,1
4260.3,-4.7246,538.33,1.5258,10,-779.94,-0.17121,-10.767,-0.059689,0,1
3282.2,-4.9746,538.33,1.4471,10,-913.94,-0.10455,-10.767,-0.046643,-0.5,1
2432.4,-4.9337,516.8,1.4326,9,-380.11,0.0611,-10.767,0.048796,-0.5,1
2522,-4.8524,516.8,1.5447,9,-156.16,-0.098696,-10.767,0.0077511,0,1
2120.1,-5.1311,495.26,1.4481,9,-411.62,-0.18931,-10.767,-0.16421,0,1
1698.7,-5.231,495.26,1.2163,9,-80.179,0.014239,-10.767,-0.086709,1.5,1
1959.7,-5.1026,473.73,1.2746,12,82.582,-0.022585,-10.767,-0.036707,0.5,1
1863.9,-5.2762,473.73,1.1429,10,-131.25,-0.093542,0,-0.10535,4,1
1697.2,-5.2897,473.73,1.0639,20,-91.546,0.099323,0,0.046879,6.5,1
1680.8,-5.0776,473.73,1.2367,23,-60.167,0.17542,0,0.14484,-5.5,1
1576.9,-4.9389,473.73,1.3536,9,-35.34,0.049574,0,0.058855,-3.5,1
1610.1,-4.9784,473.73,1.3544,16,105.62,0.01837,0,0.036546,0,1
1788.1,-4.9021,473.73,1.4267,9,-49.568,0.036303,0,0.027128,-1.5,1
1511,-4.9058,473.73,1.4086,13,-123.76,0.023313,-10.767,0.0084366,3.5,1
1540.6,-4.8555,452.2,1.4436,16,97.409,-0.066747,-10.767,-0.0059607,5,1
1705.8,-5.0393,452.2,1.3967,23,-97.287,-0.21727,0,-0.13708,12,1
1346,-5.29,452.2,1.1694,40,-93.887,-0.091044,0,-0.11838,8.5,1
1518,-5.2214,452.2,1.16,40,151.15,0.055943,0,0.06067,0,1
1648.3,-5.1782,452.2,1.2908,40,31.203,0.11857,0,0.10042,0,1
1580.4,-4.9842,452.2,1.3608,40,78.099,0.047774,0,-0.052272,0,1
1804.5,-5.0826,452.2,1.1862,40,126.33,-0.070724,10.767,-0.14176,-4,1
1833.1,-5.1257,473.73,1.0773,32,58.494,0.080001,10.767,0.055199,-7,1
1921.5,-4.9226,473.73,1.2966,26,254.65,0.22937,0,0.17707,-6,1
2342.4,-4.667,473.73,1.4314,20,392.29,0.10712,0,0.07296,-6,1
2706.1,-4.7084,473.73,1.4425,14,-36.951,-0.12584,0,-0.037872,9,1
2268.5,-4.9186,473.73,1.3557,38,-512.84,-0.23445,10.767,-0.079798,13.5,1
1680.4,-5.1773,495.26,1.2829,41,-64.297,-0.10268,10.767,0.016023,-5.5,1
2139.9,-5.124,495.26,1.3877,27,235.29,-0.0027622,0,0.021828,-14.5,1
2151,-5.1828,495.26,1.3266,12,113.33,-0.0057961,0,-0.02058,-6.5,1
2366.5,-5.1356,495.26,1.3465,14,171.09,0.061835,0,0.0086906,-0.5,1
2493.2,-5.0591,495.26,1.344,11,-197.98,0.036182,0,-0.030526,-2.5,1
1970.6,-5.0632,495.26,1.2855,9,-152.89,0.086174,0,0.010454,-0.5,1
2187.4,-4.8868,495.26,1.3649,10,258.09,-0.017794,10.767,-0.028369,5,1
2486.8,-5.0988,516.8,1.2288,19,441.4,-0.04459,10.767,-0.025407,2.5,1
3070.2,-4.976,516.8,1.3141,15,346.06,0.087823,0,0.077301,-5,1
3178.9,-4.9232,516.8,1.3834,9,403.02,-0.095336,0,0.043166,-2.5,1
3876.2,-5.1666,516.8,1.4004,10,373.02,-0.16838,0,-0.0096971,0.5,1
3924.9,-5.2599,516.8,1.364,10,48.199,0.0086379,0,-0.017233,0,1
3972.6,-5.1494,516.8,1.3659,10,172.91,0.064722,0,0.016181,0,1
4270.7,-5.1305,516.8,1.3963,10,10.325,-0.012126,0,-0.0090774,0,1
3993.3,-5.1736,516.8,1.3478,10,318.18,-0.0084345,0,-0.045032,-0.5,1
4907.1,-5.1474,516.8,1.3063,9,258.29,0.018774,0,-0.00089053,-0.5,1
4509.9,-5.1361,516.8,1.346,9,-462.13,0.03816,0,0.082713,0,1
3982.8,-5.071,516.8,1.4717,9,-366.51,0.03952,0,0.073034,0,1
3776.8,-5.057,516.8,1.4921,9,-222.83,0.044876,0,0.0051147,0,1
3537.2,-4.9813,516.8,1.4819,9,-280.21,0.083003,-10.767,0.028967,0,1
3216.4,-4.891,495.26,1.55,9,-348.59,0.081885,-10.767,-0.020716,0,1
2840,-4.8175,495.26,1.4405,9,-120.26,0.039458,0,-0.021193,0,1
2975.9,-4.8121,495.26,1.5076,9,124.7,0.043235,0,0.019645,0,1
3089.4,-4.7311,495.26,1.4798,9,534.02,0.24236,0,0.047378,0,1
4043.9,-4.3274,495.26,1.6024,9,509.72,0.24527,0,0.053235,0,1
4108.9,-4.2405,495.26,1.5862,9,404.79,-0.090078,0,-0.01059,0,1
4853.5,-4.5075,495.26,1.5812,9,89.742,-0.059434,0,-0.0095018,0,1
4288.3,-4.3594,495.26,1.5672,9,-417.08,0.029304,-10.767,-0.0075199,0,1
4019.4,-4.4489,473.73,1.5662,9,-552.72,-0.079904,-10.767,-0.051011,-0.5,1
3182.9,-4.5192,473.73,1.4652,8,-1047,-0.045185,-10.767,-0.081885,-0.5,1
1925.3,-4.5393,452.2,1.4024,8,-449.83,-0.34514,-21.533,-0.22103,2,1
2283.2,-5.2095,430.66,1.0232,12,-162.44,-0.4719,269.17,-0.43207,13.5,1
1600.4,-5.4831,990.53,0.53823,35,-502.89,-0.12339,290.7,-0.26847,7,1
1277.5,-5.4563,1012.1,0.48621,26,-345.8,-0.004979,-290.7,-0.060799,-3,1
908.79,-5.4931,409.13,0.41664,29,-277.51,-0.0027002,-279.93,-0.029406,1.5,1
722.45,-5.4617,452.2,0.4274,29,-77.677,-0.16834,236.87,-0.071255,4.5,0
753.43,-5.8297,882.86,0.27412,38,220.67,-0.1155,-10.767,-0.044441,3,0
1163.8,-5.6927,430.66,0.33852,35,-60.084,0.060543,193.8,0.031663,-1,0
633.26,-5.7087,1270.5,0.33745,36,-341.01,-0.021826,75.366,-0.038749,3.5,0
481.76,-5.7363,581.4,0.26102,42,-144.72,-0.049665,-484.5,0.0059463,-1,0
343.83,-5.808,301.46,0.34934,34,-65.407,0.0034553,183.03,0.047488,1.5,0
350.94,-5.7294,947.46,0.356,45,-75.109,-0.0048966,107.67,-0.0009337,6.5,0
193.61,-5.8178,516.8,0.34748,47,-35.727,0.026697,21.533,-0.0071631,-6,0
279.49,-5.676,990.53,0.34167,33,24.829,0.087213,-21.533,0.019298,-6.5,0
243.27,-5.6434,473.73,0.38607,34,-39.098,0.027747,10.767,0.020681,-1,0
201.29,-5.6205,1012.1,0.38303,31,9.4347,0.051187,269.17,0.022867,-7,0
262.14,-5.541,1012.1,0.43181,20,-37.273,-0.021917,-344.53,-0.010897,0,0
126.75,-5.6643,323,0.36124,31,-5.5688,-0.031308,21.533,-0.033195,2,0
251,-5.6036,1055.1,0.36542,24,-13.148,0.014112,333.76,0.024995,-5,0
100.45,-5.6361,990.53,0.41123,21,-108.1,-0.062536,-323,-0.010182,0.5,0
34.807,-5.7287,409.13,0.34505,25,29.856,0.0073009,-312.23,-0.05265,4,0
160.16,-5.6215,366.06,0.30593,29,29.8,0.058911,366.06,-0.032271,-2,0
94.406,-5.6108,1141.3,0.28051,21,-84.064,-0.069748,355.3,0.04618,-2.5,0
-7.964,-5.761,1076.7,0.39829,24,-68.029,-0.10389,-366.06,-0.0087919,8.5,0
-41.653,-5.8186,409.13,0.26293,38,-14.647,-0.030253,-409.13,-0.0334,7,0
-37.258,-5.8215,258.4,0.33149,38,2.2266,-0.030355,43.066,0.061263,1,0
-37.199,-5.8793,495.26,0.38545,40,16.435,-0.033159,516.8,0.063383,-5.5,0
-4.3889,-5.8878,1292,0.45825,27,47.134,0.076565,-193.8,-0.10583,-1,0
57.068,-5.7262,107.67,0.17379,38,14.495,0.087841,-581.4,-0.042525,4,0
24.602,-5.7122,129.2,0.3732,35,-6.8676,0.0087344,0,0.097395,-1.5,0
43.332,-5.7087,107.67,0.36858,35,-14.215,-0.015945,0,-0.017098,1,0
-3.8281,-5.744,129.2,0.33901,37,-4.384,-0.011349,150.73,0.022842,-4,0
34.564,-5.7314,409.13,0.41426,27,18.45,0.027062,139.97,0.13939,-5.5,0
33.072,-5.6899,409.13,0.61779,26,13.938,-0.053168,10.767,-0.034356,15,0
62.441,-5.8378,430.66,0.34555,57,176.63,-0.21992,0,-0.14792,20.5,0
386.34,-6.1298,409.13,0.32195,67,69.563,-0.08435,-10.767,-0.047678,1.5,0
201.57,-6.0065,409.13,0.2502,60,-61.166,0.13148,32.3,0.037478,-8.5,0
264.01,-5.8668,473.73,0.39691,50,25.98,0.083004,32.3,0.080827,-10,0
253.53,-5.8405,473.73,0.41185,40,-32.483,0.0307,-10.767,-0.01382,-11.5,0
199.04,-5.8054,452.2,0.36927,27,-13.414,0.10967,139.97,0.017065,-8,0
226.7,-5.6211,753.66,0.44598,24,-14.67,0.071601,150.73,0.20138,-4.5,0
169.7,-5.6622,753.66,0.77202,18,-11.704,0.04918,10.767,0.31738,-5.5,0
203.29,-5.5228,775.2,1.0807,13,42.129,0.15744,0,0.039704,-2.5,0
253.96,-5.3473,753.66,0.85143,13,-8.0931,0.026512,-10.767,-0.19656,0,0
187.1,-5.4697,753.66,0.68761,13,37.929,0.0021035,-10.767,0.15654,0.5,0
329.82,-5.3431,732.13,1.1645,14,130.27,0.088186,-21.533,0.28821,-0.5,0
447.65,-5.2934,710.6,1.264,12,-15.118,-0.1511,-10.767,-0.10882,-0.5,0
299.58,-5.6453,710.6,0.94687,13,39.485,-0.1558,10.767,-0.20391,4,0
526.62,-5.605,732.13,0.85621,20,25.993,-0.0043281,10.767,-0.1355,1,0
351.57,-5.654,732.13,0.67587,15,-212.73,-0.092116,-10.767,-0.27226,6,0
101.16,-5.7892,710.6,0.31169,32,-94.05,-0.16435,-107.67,-0.18556,18,0
163.47,-5.9827,516.8,0.30475,51,-3.1765,-0.035449,215.33,-0.026113,13.5,0
94.808,-5.8601,1141.3,0.25947,59,9.8851,0.14879,107.67,0.22842,-13,0
183.24,-5.6851,732.13,0.7616,25,-36.151,0.0286,-204.57,0.20244,-20,0
22.506,-5.8029,732.13,0.66434,19,-15.795,-0.013638,-172.27,-0.21253,5,0
151.65,-5.7124,387.6,0.33653,35,181.32,0.076305,430.66,-0.16934,8,0
385.15,-5.6503,1593.5,0.32566,35,308.28,0.050485,915.16,0.0030138,1,1
768.22,-5.6114,2217.9,0.34256,37,1070.6,0.079496,-549.1,0.17629,-5,1
2526.4,-5.4913,495.26,0.67825,25,1369.9,0.26496,-850.56,0.48071,-13.5,1
3508,-5.0815,516.8,1.304,10,477.2,0.065674,32.3,0.074493,-7,1
3480.8,-5.3599,559.86,0.82724,11,-414.53,-0.15937,0,-0.37149,0.5,1
2679,-5.4002,516.8,0.56101,11,199.2,0.2098,43.066,-0.13587,0,1
3879.2,-4.9403,646,0.5555,11,787.6,0.2798,21.533,0.20232,-0.5,1
4254.2,-4.8406,559.86,0.96565,10,-510.23,-0.075813,-53.833,0.3713,0,1
2858.7,-5.092,538.33,1.2981,11,-704.91,-0.24084,-21.533,0.18471,0,1
2844.4,-5.3223,516.8,1.3351,10,-118.42,-0.15949,-10.767,-0.12708,8,1
2621.9,-5.4109,516.8,1.0439,27,-548.32,-0.09059,-21.533,-0.34851,20.5,1
1747.7,-5.5035,473.73,0.63805,51,-661.47,-0.023825,129.2,-0.23228,4.5,1
1298.9,-5.4586,775.2,0.57937,36,-424.19,-0.077077,139.97,0.0044468,-13.5,1
899.33,-5.6576,753.66,0.64694,24,-321.58,-0.10883,-10.767,-0.10297,2.5,1
655.78,-5.6762,753.66,0.37344,41,-275.05,-0.013419,0,-0.16785,9.5,1
349.23,-5.6845,753.66,0.31124,43,-157.77,-0.060112,-183.03,-0.046777,1.5,1
340.24,-5.7965,387.6,0.27988,44,-66.133,0.0042003,-183.03,0.055433,1,1
216.97,-5.6761,387.6,0.42211,45,-87.789,0.095454,0,0.25594,-14,0
164.66,-5.6056,387.6,0.79177,16,152.06,0.095634,0,-0.020453,0,0
521.09,-5.4848,387.6,0.3812,45,538.47,0.079267,1044.4,-0.18373,15.5,0
1241.6,-5.447,2476.3,0.42431,47,67.231,-0.069921,333.76,-0.012146,-1,0
655.55,-5.6246,1055.1,0.35691,43,-431.7,-0.11133,-1130.5,-0.083655,-3.5,0
378.19,-5.6697,215.33,0.257,40,-159.65,-0.058897,-355.3,-0.02942,4,0
336.25,-5.7424,344.53,0.29807,51,-6.1974,-0.056426,75.366,0.011666,2.5,0
365.8,-5.7825,366.06,0.28034,45,8.3567,0.020045,0,0.069454,-5,0
352.96,-5.7024,344.53,0.43697,41,-85.894,0.014405,0,0.12483,-4.5,0
194.01,-5.7537,366.06,0.52999,36,-22.978,0.036131,0,0.055588,-4,0
307.01,-5.6301,344.53,0.54815,33,189.2,0.21014,43.066,0.060112,-10.5,0
572.41,-5.3334,452.2,0.65021,15,187.14,0.32942,64.6,0.37118,-12,0
681.28,-4.9713,473.73,1.2905,9,73.588,0.14392,10.767,0.33962,-3,0
719.59,-5.0456,473.73,1.3294,9,-118.89,-0.27574,0,-0.12959,0.5,0
443.5,-5.5227,473.73,1.0313,10,-126.19,-0.25059,0,-0.078105,0,0
467.21,-5.5468,473.73,1.1732,9,82.35,0.099695,10.767,0.045797,0.5,0
608.2,-5.3233,495.26,1.1229,11,-2.8444,0.042615,0,-0.028908,0.5,0
461.52,-5.4616,473.73,1.1154,10,-101.48,-0.077281,-21.533,-0.048445,1,0
405.24,-5.4779,452.2,1.026,13,-44.769,0.014619,0,-0.18608,0,0
371.98,-5.4323,473.73,0.74326,10,42.69,0.10349,10.767,0.074328,-2,0
490.62,-5.2709,473.73,1.1747,9,125.2,0.053627,0,0.32305,-0.5,0
622.39,-5.3251,473.73,1.3894,9,-31.435,-0.097747,0,0.013251,0,0
427.75,-5.4664,473.73,1.2012,9,-164.7,-0.10016,0,-0.27491,0,0
292.99,-5.5254,473.73,0.83954,9,-22.08,0.054492,0,-0.1206,2,0
383.59,-5.3574,473.73,0.96,13,22.966,0.052298,-10.767,0.01009,-0.5,0
338.92,-5.4208,452.2,0.85972,8,-7.2567,-0.0063869,0,0.027414,-2,0
369.08,-5.3702,473.73,1.0148,9,117.48,0.11098,0,0.13034,0,0
573.88,-5.1988,452.2,1.1204,8,137.84,0.074006,-10.767,0.016802,-0.5,0
644.75,-5.2222,452.2,1.0484,8,94.834,0.10912,10.767,0.042735,0,0
763.55,-4.9806,473.73,1.2059,8,-51.082,0.0081997,10.767,-0.0085691,0,0
542.59,-5.2058,473.73,1.0313,8,-111.16,-0.038628,-10.767,-0.084218,0,0
541.23,-5.0578,452.2,1.0374,8,34.987,0.085719,-10.767,0.056394,0,0
612.56,-5.0344,452.2,1.1441,8,-74.732,-0.045681,-107.67,-0.12763,0,0
391.77,-5.1492,236.87,0.78219,8,-146.68,-0.08504,-107.67,-0.14975,1,0
319.21,-5.2044,236.87,0.84458,10,-115.3,-0.016914,10.767,-0.089731,4,0
161.17,-5.183,258.4,0.60273,16,-95.578,-0.081077,96.899,-0.16441,2.5,0
128.05,-5.3666,430.66,0.51576,15,-11.335,-0.079356,107.67,-0.02553,-3,0
138.5,-5.3417,473.73,0.55167,10,6.3835,0.025244,-86.133,0.046947,-0.5,0
140.82,-5.3161,258.4,0.60966,14,-54.053,-0.077573,-118.43,-0.050297,6,0
30.39,-5.4969,236.87,0.45107,22,-58.465,-0.11321,0,-0.074109,6.5,0
23.889,-5.5425,258.4,0.46144,27,25.553,0.097402,129.2,0.028951,-3,0
81.496,-5.3021,495.26,0.50898,16,17.179,0.085419,96.899,0.067663,-8.5,0
58.246,-5.3717,452.2,0.59676,10,51.22,0.072153,-10.767,0.037983,-3.5,0
183.94,-5.1578,473.73,0.58494,9,86.275,0.15356,21.533,0.10091,2,0
230.8,-5.0646,495.26,0.79858,14,-15.829,-0.028807,-10.767,0.13899,3.5,0
